Age,Income,Gender,Education,Purchased
40,94893,Female,PhD,0
40,83123,Female,Masters,0
43,45176,Female,Bachelors,0
30,38409,Female,Bachelors,1
24,76967,Male,Bachelors,1
32,20987,Male,Bachelors,0
61,74462,Female,Masters,1
44,87501,Male,PhD,1
43,116854,Male,PhD,1
50,46015,Male,Masters,0
32,114727,Male,Bachelors,1
53,86404,Male,PhD,1
62,70281,Male,Masters,0
44,57146,Female,Bachelors,1
22,68231,Male,PhD,1
19,49032,Male,Masters,0
50,48305,Female,PhD,1
33,74306,Female,PhD,0
40,108176,Female,Masters,1
55,38318,Male,Masters,1
33,33246,Female,PhD,0
31,53844,Male,PhD,0
46,52602,Female,Masters,0
43,41584,Male,Bachelors,1
52,35169,Male,Bachelors,1
32,45968,Female,Bachelors,0
20,26385,Male,Bachelors,0
40,93758,Male,Masters,0
46,45444,Male,Bachelors,1
51,82497,Male,PhD,1
50,25362,Female,Bachelors,0
58,119254,Female,Masters,1
58,28250,Female,Bachelors,1
40,88354,Male,Bachelors,1
24,56368,Female,Masters,0
20,64109,Female,Bachelors,1
49,100589,Male,Masters,0
48,77645,Female,Bachelors,0
35,76997,Female,Masters,0
60,47426,Female,Bachelors,0
24,59023,Male,PhD,0
58,79267,Female,PhD,0
18,44892,Female,Masters,1
31,79232,Female,Masters,0
69,114897,Male,Masters,1
49,79225,Male,PhD,1
23,36007,Female,Masters,1
56,99777,Female,Bachelors,1
27,64858,Female,Masters,0
24,65073,Male,Masters,1
43,109438,Male,Bachelors,0
51,110042,Female,Bachelors,0
47,103098,Female,PhD,1
53,40239,Male,Bachelors,0
38,82969,Male,Bachelors,1
34,33065,Female,Masters,0
50,61291,Male,PhD,0
27,58805,Female,Bachelors,0
68,118831,Female,PhD,1
64,38443,Male,Bachelors,1
59,29290,Female,PhD,0
68,20211,Female,Bachelors,0
29,103634,Female,Masters,1
33,39072,Female,PhD,0
58,63290,Female,PhD,1
49,105186,Female,Bachelors,1
32,35115,Female,PhD,1
44,25149,Male,Bachelors,1
45,61992,Male,PhD,0
34,37716,Female,PhD,1
63,117724,Male,Masters,1
67,33621,Female,Masters,1
19,26820,Female,PhD,1
53,62800,Male,Masters,0
67,75043,Female,PhD,1
24,50399,Female,Bachelors,0
30,34002,Male,PhD,1
32,63098,Male,PhD,1
42,65511,Male,Masters,0
40,73243,Male,Masters,1
39,48750,Male,Bachelors,0
43,111610,Male,Bachelors,1
50,37310,Female,Bachelors,0
28,75398,Male,PhD,0
27,102542,Male,Bachelors,0
42,95207,Female,Bachelors,0
54,64345,Female,Masters,0
65,113430,Male,Masters,1
60,111729,Female,Bachelors,0
55,71843,Female,Bachelors,0
58,30222,Female,PhD,1
62,109322,Female,PhD,0
41,51509,Female,Masters,1
57,20386,Female,Bachelors,1
63,84334,Female,Bachelors,0
50,87170,Male,Bachelors,0
34,60878,Female,Bachelors,0
41,89669,Male,Bachelors,0
54,58349,Female,PhD,0
19,41952,Female,PhD,0
49,110352,Male,Bachelors,1
41,41529,Female,PhD,1
26,91303,Female,PhD,1
21,61521,Male,Bachelors,1
34,38383,Female,PhD,0
34,24901,Female,Bachelors,0
67,62889,Male,PhD,1
65,34633,Male,Bachelors,0
47,82244,Female,Bachelors,0
57,39163,Male,PhD,1
28,79019,Female,PhD,1
38,30707,Female,Masters,1
38,108112,Male,Bachelors,1
35,103597,Male,Bachelors,0
46,65101,Male,Bachelors,1
41,64706,Male,Bachelors,0
27,97084,Female,PhD,1
62,35115,Male,PhD,1
34,95379,Male,Masters,1
35,59979,Female,Bachelors,0
59,60641,Female,Masters,0
65,89377,Female,Masters,0
37,26416,Female,Masters,0
54,30633,Female,Masters,1
62,20594,Female,Masters,1
35,34393,Female,PhD,1
34,55380,Female,PhD,1
26,65056,Female,Masters,0
31,108279,Male,PhD,1
66,117507,Male,PhD,1
46,24861,Female,Masters,1
48,56126,Male,PhD,0
21,100382,Female,PhD,0
35,111713,Female,Bachelors,0
37,53682,Female,Masters,1
64,38228,Female,Bachelors,0
60,44009,Male,Bachelors,0
61,20094,Male,Masters,1
26,100636,Female,Bachelors,0
30,72221,Male,Bachelors,1
32,118453,Male,PhD,1
44,37430,Female,Bachelors,0
32,55571,Female,Masters,1
45,74486,Male,PhD,1
54,110510,Male,PhD,1
36,116665,Female,PhD,1
43,82294,Female,Masters,0
69,40860,Male,Masters,1
43,92812,Female,Masters,0
42,86087,Female,Bachelors,1
43,28486,Female,Bachelors,1
43,103063,Male,PhD,1
63,69607,Male,PhD,1
45,29745,Female,Masters,1
66,98533,Male,Masters,1
35,38330,Female,Bachelors,1
49,60078,Male,Bachelors,0
20,75332,Male,Masters,0
19,74532,Male,Masters,0
50,110365,Female,Bachelors,1
59,63336,Female,PhD,0
36,28070,Female,PhD,1
34,21320,Male,Bachelors,0
61,109043,Female,Bachelors,0
50,58921,Female,PhD,1
29,26589,Female,Bachelors,1
66,84409,Female,PhD,1
20,112995,Male,PhD,1
60,35589,Female,Bachelors,1
66,56375,Female,Masters,0
43,63085,Male,Masters,1
52,80840,Female,Masters,1
25,63200,Male,Masters,1
69,118704,Male,Masters,0
53,46732,Male,Masters,1
24,117047,Female,Masters,0
63,42426,Male,Bachelors,0
63,50982,Male,Bachelors,0
53,79720,Male,Masters,0
33,36746,Female,Bachelors,1
41,48514,Male,PhD,1
18,84889,Male,Masters,1
66,23851,Male,PhD,1
42,39796,Female,Bachelors,0
27,96034,Male,Masters,0
33,82798,Male,PhD,1
33,118388,Female,Bachelors,1
25,82985,Female,Masters,1
46,54592,Female,Masters,0
56,64845,Male,PhD,0
45,35930,Male,PhD,0
23,41159,Male,PhD,1
33,115072,Male,Bachelors,0
37,109788,Female,PhD,0
33,44003,Male,PhD,0
24,55139,Female,PhD,1
58,72452,Male,Masters,0
31,42205,Male,PhD,1
60,116059,Male,PhD,1
43,76955,Female,Bachelors,1
43,27464,Female,Bachelors,0
31,102646,Female,PhD,1
24,92657,Female,Bachelors,0
50,29840,Male,Bachelors,0
43,60768,Male,Bachelors,1
62,29461,Male,Masters,1
37,40927,Male,PhD,1
20,109934,Male,PhD,0
69,118622,Female,PhD,1
21,35329,Female,Bachelors,0
43,35791,Male,Bachelors,1
28,72627,Male,Bachelors,0
19,34372,Male,Masters,1
31,112890,Male,Bachelors,1
61,68469,Female,Masters,0
47,107073,Male,PhD,1
66,54370,Male,Bachelors,1
29,71408,Male,Masters,1
43,110941,Male,Masters,1
61,43703,Female,Bachelors,0
50,35234,Male,Masters,0
30,27532,Female,Bachelors,0
31,55416,Female,Masters,0
41,92439,Male,PhD,0
51,38242,Male,PhD,1
61,70254,Male,PhD,0
43,99324,Male,Bachelors,1
38,55249,Male,PhD,0
45,115049,Female,PhD,1
65,105078,Female,PhD,0
53,52294,Female,Bachelors,1
57,79784,Female,Masters,0
19,23684,Female,Bachelors,1
59,43795,Male,Bachelors,1
26,80301,Male,PhD,1
40,89187,Female,Masters,1
32,30431,Male,PhD,1
30,95667,Male,PhD,0
40,109627,Female,Bachelors,1
34,110381,Female,Bachelors,1
65,110027,Female,Bachelors,1
19,75372,Male,PhD,0
37,90366,Female,Masters,1
37,114176,Female,Masters,1
63,92870,Male,PhD,0
20,67387,Male,Masters,0
29,72927,Female,PhD,1
57,29304,Male,Masters,1
19,37032,Female,PhD,0
53,111291,Male,Masters,1
31,79486,Female,Bachelors,1
33,85552,Male,Bachelors,1
36,93844,Male,Bachelors,0
51,49654,Male,Bachelors,1
61,59244,Female,PhD,1
63,25942,Female,Masters,0
23,70697,Female,PhD,0
30,22693,Male,Bachelors,0
53,76751,Male,Masters,1
39,101098,Male,PhD,1
35,26259,Female,Bachelors,0
29,24942,Male,Masters,1
69,67419,Female,Masters,0
47,76105,Female,Bachelors,1
68,85907,Female,Bachelors,1
57,47383,Female,Masters,1
24,43404,Female,Bachelors,1
49,92656,Male,PhD,1
65,25702,Male,Bachelors,1
36,93883,Male,Bachelors,0
23,76332,Male,Bachelors,1
37,59419,Male,Masters,0
44,110576,Male,Masters,1
60,108078,Female,Bachelors,0
54,93844,Male,Masters,0
65,59242,Female,Bachelors,1
24,54142,Female,PhD,1
22,116226,Female,Masters,1
28,27393,Female,Bachelors,0
32,89939,Female,Masters,1
20,89082,Male,PhD,1
22,48893,Male,PhD,1
40,29388,Male,Bachelors,1
54,82969,Female,Masters,0
26,56660,Male,PhD,1
32,109244,Male,Masters,0
20,44726,Female,Bachelors,0
46,99544,Female,PhD,1
23,82996,Male,PhD,1
34,20111,Female,Masters,0
43,37545,Female,PhD,1
38,60168,Female,Bachelors,0
25,22379,Male,Bachelors,0
38,115773,Female,PhD,1
28,107346,Female,Bachelors,1
55,61120,Female,PhD,1
25,37809,Female,PhD,0
59,72813,Female,PhD,0
41,94005,Male,PhD,1
52,47967,Male,Masters,1
31,29748,Female,PhD,0
31,43424,Female,Bachelors,0
27,106512,Male,Masters,1
29,43914,Male,Bachelors,0
55,115603,Female,PhD,1
61,98478,Female,Bachelors,0
63,39491,Male,Masters,1
51,69454,Female,Bachelors,1
58,90069,Female,Masters,0
27,71925,Male,PhD,0
34,109119,Male,PhD,1
34,57049,Male,Bachelors,1
20,47821,Male,Bachelors,1
48,115797,Female,PhD,1
68,49945,Female,PhD,0
18,37384,Female,Bachelors,1
29,48410,Female,PhD,0
56,97734,Male,Masters,0
21,83766,Male,Masters,1
59,114890,Female,Bachelors,0
30,27169,Female,Bachelors,0
51,60129,Female,PhD,1
59,117445,Male,PhD,1
38,23830,Male,Masters,1
39,76306,Male,Bachelors,1
21,106940,Female,Bachelors,1
35,85267,Female,Bachelors,0
22,47757,Female,Bachelors,1
36,83867,Male,Masters,1
19,55650,Female,Masters,0
29,53766,Male,Bachelors,1
34,101478,Female,Masters,1
27,52419,Female,Bachelors,1
51,36668,Male,Masters,0
23,36246,Male,PhD,1
25,44996,Female,Masters,1
68,71312,Male,Bachelors,1
28,23065,Male,PhD,1
29,30467,Male,Bachelors,1
26,70646,Male,PhD,0
19,41007,Male,PhD,1
25,88079,Female,Masters,1
28,48702,Female,Masters,1
53,114369,Female,PhD,1
27,95569,Female,PhD,1
38,73952,Male,PhD,0
37,78065,Female,Bachelors,0
65,54169,Male,Masters,1
25,36829,Female,Bachelors,1
53,80135,Female,Masters,0
46,24522,Male,Bachelors,0
59,105687,Female,Masters,0
29,55319,Female,PhD,1
31,46543,Female,PhD,0
65,50473,Female,Masters,1
67,27699,Female,PhD,1
38,88165,Female,PhD,0
39,60455,Female,Bachelors,1
38,95692,Male,Masters,1
61,37441,Female,PhD,0
67,50716,Female,Masters,1
47,82175,Female,Bachelors,0
56,26834,Female,Masters,0
37,38179,Female,Bachelors,0
41,46219,Female,Bachelors,1
40,35782,Male,Bachelors,0
24,101363,Female,PhD,0
26,94967,Female,Bachelors,1
18,29496,Male,Masters,0
43,108867,Male,Masters,1
55,59238,Female,PhD,1
55,66025,Female,PhD,0
61,79886,Female,Bachelors,0
39,43563,Male,Bachelors,1
61,23712,Male,Bachelors,0
27,114067,Female,PhD,1
23,65489,Female,PhD,0
34,52664,Male,Masters,1
68,32420,Male,Bachelors,0
67,74610,Male,Bachelors,0
55,25315,Male,Masters,1
41,90917,Female,Masters,0
68,95033,Male,Masters,0
27,114576,Male,Masters,1
25,117911,Female,Bachelors,1
38,99030,Male,PhD,1
23,83910,Female,Bachelors,0
38,117288,Male,Masters,0
56,80972,Female,PhD,1
41,110893,Male,Bachelors,1
50,75919,Female,Masters,0
35,102486,Female,PhD,1
45,101288,Male,PhD,1
69,24132,Female,PhD,1
49,61598,Female,Bachelors,0
29,113812,Male,Masters,0
65,40551,Female,Bachelors,1
59,112511,Female,Bachelors,0
44,88206,Male,Bachelors,0
27,94900,Male,PhD,1
63,46296,Female,Masters,0
69,110216,Female,Bachelors,1
59,38066,Female,Masters,0
49,48892,Female,PhD,1
59,95577,Female,Bachelors,1
43,94590,Male,Masters,1
42,97173,Female,PhD,0
28,96293,Male,Bachelors,1
40,84771,Male,Bachelors,0
51,47484,Male,Masters,1
69,97865,Male,Masters,0
57,119074,Female,Bachelors,1
40,47115,Female,Bachelors,1
46,46038,Female,PhD,0
48,56622,Male,PhD,1
24,55886,Male,Bachelors,1
57,71284,Female,Masters,0
50,29901,Male,Masters,0
38,76377,Female,Bachelors,1
19,102910,Male,PhD,1
35,69862,Male,Bachelors,0
64,52806,Male,Masters,1
50,37659,Male,Bachelors,1
54,43453,Male,Bachelors,0
51,50498,Male,PhD,1
37,90393,Male,Masters,1
52,36312,Female,Masters,0
68,21436,Female,Bachelors,1
67,47569,Male,Masters,1
35,78813,Male,Masters,1
63,110485,Female,Masters,1
41,93229,Male,Masters,1
25,65986,Female,PhD,0
47,73177,Female,PhD,1
61,29305,Female,PhD,1
27,52646,Female,PhD,0
40,112838,Female,PhD,1
69,96126,Male,Masters,1
66,60430,Male,Bachelors,1
28,88659,Female,Bachelors,0
19,24158,Male,PhD,1
43,94236,Female,Masters,0
53,96067,Male,PhD,0
50,47738,Male,Bachelors,1
64,29879,Male,Masters,0
30,25543,Male,Masters,0
57,67924,Male,Masters,0
42,62348,Male,Bachelors,0
21,104117,Male,Bachelors,1
59,56679,Male,PhD,1
36,99118,Female,PhD,1
35,63888,Female,Bachelors,1
54,50276,Male,PhD,0
47,24799,Male,Bachelors,1
36,110627,Male,Masters,1
40,113770,Female,PhD,0
33,110141,Male,Bachelors,1
18,80558,Male,Bachelors,0
29,56534,Female,Bachelors,1
41,51668,Female,PhD,1
51,24111,Female,PhD,1
25,44686,Male,Masters,0
35,92551,Female,PhD,1
65,92392,Male,PhD,1
22,36490,Female,PhD,0
43,55194,Male,Masters,1
47,34497,Male,Masters,1
30,73516,Male,Masters,0
36,108730,Female,PhD,0
46,64104,Male,Bachelors,1
20,25316,Male,PhD,0
43,58130,Male,Masters,0
57,90229,Female,PhD,0
29,49954,Male,PhD,1
19,41652,Male,Bachelors,1
28,34178,Male,Bachelors,0
61,71163,Male,PhD,0
45,34751,Female,Masters,1
35,85961,Male,PhD,0
30,23044,Female,PhD,0
54,83165,Female,PhD,1
39,31480,Male,Masters,1
29,85439,Female,Masters,1
19,63874,Female,Masters,0
54,86775,Female,Masters,0
24,26566,Male,Masters,0
43,105311,Female,PhD,1
43,73149,Female,Masters,0
41,23006,Male,PhD,1
29,92561,Male,PhD,1
33,39423,Female,PhD,0
40,110710,Female,Bachelors,1
57,112199,Female,Masters,0
26,53952,Male,Masters,0
49,47326,Female,PhD,1
32,51139,Male,Bachelors,0
54,82103,Female,Masters,1
30,80857,Female,PhD,1
22,93638,Male,Bachelors,1
28,92652,Female,PhD,0
27,32937,Male,Bachelors,0
69,50161,Female,PhD,0
30,24383,Male,Masters,1
58,105856,Male,PhD,1
63,90043,Female,PhD,0
67,34735,Male,Bachelors,1
32,79919,Female,Bachelors,0
59,115249,Male,Masters,0
24,102055,Male,PhD,0
57,87561,Male,Bachelors,0
45,105455,Female,Masters,1
49,57622,Male,Masters,0
52,58135,Male,Bachelors,1
32,55658,Male,Bachelors,1
65,104677,Female,PhD,0
53,49696,Female,Masters,0
38,23773,Male,Bachelors,1
23,44956,Male,Masters,0
18,35819,Female,PhD,1
21,21528,Male,Bachelors,1
28,106491,Male,Masters,1
61,64588,Male,Bachelors,1
43,90585,Male,PhD,0
54,119152,Male,PhD,0
40,40511,Male,PhD,0
46,30119,Female,PhD,1
38,95893,Male,Bachelors,0
65,36167,Male,Bachelors,1
62,76503,Female,Masters,1
62,107789,Female,Masters,1
66,54889,Female,Bachelors,0
44,65678,Female,Bachelors,0
56,115334,Male,Masters,1
57,80262,Female,Bachelors,0
30,24681,Male,PhD,1
40,100291,Female,PhD,0
33,86008,Female,PhD,0
47,118417,Female,Masters,0
21,33690,Male,Bachelors,1
57,45912,Female,Masters,0
33,26473,Female,Masters,0
48,61298,Female,Bachelors,1
59,38669,Male,Masters,0
42,119500,Male,PhD,1
61,101998,Female,Bachelors,0
29,40943,Male,PhD,1
43,58785,Female,PhD,1
54,83427,Male,Bachelors,0
65,82001,Female,PhD,1
50,81724,Male,PhD,1
45,30832,Female,PhD,0
26,25385,Male,Bachelors,0
29,115898,Male,Bachelors,0
22,34708,Female,Bachelors,0
69,78600,Female,Masters,1
45,43438,Male,PhD,1
52,102747,Female,Masters,0
22,100107,Female,Masters,0
51,80062,Female,PhD,0
63,85428,Female,Bachelors,0
51,106843,Male,Masters,1
30,31002,Female,Bachelors,1
56,56153,Male,Bachelors,1
59,42440,Male,PhD,1
62,87501,Female,Masters,1
65,52556,Female,Masters,0
31,87963,Male,Bachelors,0
28,110725,Female,PhD,1
59,110674,Female,Masters,1
55,26563,Male,Bachelors,0
21,99923,Male,Bachelors,1
50,25840,Male,Bachelors,1
24,35154,Female,PhD,1
58,44194,Female,PhD,1
25,85020,Male,Bachelors,0
54,66861,Male,Bachelors,1
68,42448,Female,PhD,1
27,116460,Female,Bachelors,1
60,43528,Female,Bachelors,1
32,49402,Male,PhD,1
55,24352,Female,Bachelors,0
32,20184,Female,Bachelors,0
22,30384,Male,Bachelors,0
46,34319,Female,PhD,1
36,40449,Male,PhD,1
68,76333,Female,PhD,0
27,61205,Male,Masters,0
29,30426,Male,Masters,1
21,27504,Male,Masters,1
48,76578,Female,Masters,0
35,78209,Female,PhD,1
33,53368,Female,Bachelors,1
57,72185,Female,PhD,0
53,117630,Male,Masters,1
42,100221,Female,PhD,1
40,28724,Female,Bachelors,1
29,25084,Male,Masters,0
51,54810,Male,Bachelors,1
53,102277,Male,Bachelors,1
54,102297,Male,Bachelors,0
20,98872,Female,Masters,1
26,40872,Male,PhD,1
35,98950,Female,Masters,1
60,90333,Female,Masters,0
52,88843,Male,PhD,0
51,118104,Male,PhD,1
58,22596,Male,PhD,0
31,37167,Male,PhD,0
21,107844,Male,Bachelors,0
46,109751,Female,Masters,0
58,97331,Male,Masters,0
62,100520,Female,Masters,0
67,78326,Male,PhD,0
32,97670,Female,Masters,0
45,30782,Female,Bachelors,0
59,62002,Female,Masters,1
33,107187,Male,Masters,0
29,44022,Male,Bachelors,0
69,104458,Male,Bachelors,1
22,34618,Female,Masters,1
51,37245,Female,PhD,1
59,103796,Male,PhD,1
18,30027,Male,Masters,0
56,33986,Female,Masters,0
49,23526,Female,Masters,0
43,111797,Male,Masters,1
34,64361,Male,PhD,0
65,87158,Male,Masters,0
44,58286,Female,Bachelors,1
41,49533,Female,PhD,1
52,38316,Male,PhD,1
63,28699,Male,Bachelors,1
59,99491,Male,Masters,1
56,117079,Male,Masters,0
43,78465,Male,Masters,1
66,36673,Female,Masters,1
55,43395,Male,Masters,0
40,43707,Female,Bachelors,0
39,104749,Female,Masters,0
21,95937,Female,Bachelors,1
66,106732,Female,Bachelors,1
26,76416,Female,Bachelors,0
21,111512,Female,Masters,0
24,28758,Female,Masters,1
40,87009,Female,PhD,0
19,33281,Male,PhD,0
66,52548,Male,Bachelors,0
41,38371,Male,PhD,0
57,113899,Male,Bachelors,1
48,97593,Male,PhD,1
64,39644,Female,Masters,1
48,113659,Female,Masters,0
64,43874,Female,Bachelors,1
57,108659,Female,Bachelors,1
65,34281,Female,Masters,0
68,88787,Male,Masters,0
60,42289,Male,Masters,1
51,25054,Female,PhD,0
41,86846,Male,PhD,0
66,114682,Male,PhD,1
43,69769,Male,PhD,1
33,49312,Male,Bachelors,1
64,116517,Male,Bachelors,0
30,24257,Female,PhD,0
32,35846,Male,Bachelors,0
44,42483,Male,PhD,0
21,46558,Female,PhD,0
33,63188,Female,Masters,0
47,33012,Female,PhD,1
61,53236,Female,Bachelors,1
47,65076,Female,PhD,0
53,68402,Female,Masters,1
20,114467,Female,Bachelors,1
39,52076,Female,Masters,1
66,100337,Male,PhD,0
39,95164,Female,PhD,1
67,94264,Female,PhD,1
67,37335,Male,PhD,0
66,63773,Female,Bachelors,0
29,72158,Female,PhD,0
38,48570,Female,Masters,1
21,107995,Female,Bachelors,1
48,60658,Male,Bachelors,1
61,79184,Male,Bachelors,0
48,92613,Female,Masters,0
40,78194,Male,Masters,0
37,87507,Male,Masters,1
32,53959,Male,Masters,1
40,73072,Male,PhD,1
45,65588,Male,PhD,0
33,60533,Male,Masters,0
54,88582,Female,Masters,1
38,81743,Female,PhD,1
32,64518,Male,PhD,1
34,32703,Male,Masters,0
67,69456,Male,Bachelors,1
54,75491,Female,Bachelors,0
30,28043,Female,Masters,1
36,88340,Female,Bachelors,1
47,30176,Female,PhD,1
62,23936,Female,Bachelors,1
35,51174,Female,Masters,1
31,102632,Male,Bachelors,1
53,108768,Female,Bachelors,1
53,45909,Female,Bachelors,1
37,64158,Female,PhD,1
69,28366,Male,PhD,1
36,105125,Female,PhD,0
62,74337,Male,Masters,0
61,79331,Male,Bachelors,1
24,82197,Female,PhD,1
61,92042,Female,PhD,0
21,70924,Female,Bachelors,0
51,48842,Male,Masters,0
19,37458,Female,Bachelors,1
22,107367,Male,Masters,1
27,85382,Male,Bachelors,1
49,94319,Female,PhD,1
59,31170,Female,PhD,0
58,100145,Female,PhD,0
30,64942,Male,Masters,0
56,108571,Female,Bachelors,0
22,36208,Male,Masters,1
27,55178,Female,PhD,0
27,99172,Male,Masters,0
55,29039,Female,Masters,1
44,34990,Female,Masters,1
68,26441,Male,Bachelors,1
38,94221,Male,Masters,0
25,99314,Female,Masters,0
18,65959,Male,Masters,1
45,46862,Male,PhD,1
66,47273,Male,PhD,1
56,113949,Male,Bachelors,1
31,62500,Female,PhD,0
38,23956,Male,Bachelors,1
47,92089,Female,PhD,0
38,108789,Female,Bachelors,1
66,109451,Female,Bachelors,1
26,22365,Male,Bachelors,0
34,92204,Female,PhD,1
22,25000,Female,Masters,1
48,77072,Female,PhD,1
69,72499,Female,Masters,0
57,89211,Female,PhD,0
55,32907,Male,Masters,1
60,37336,Female,PhD,1
36,105220,Male,Bachelors,0
53,113847,Female,Bachelors,0
67,72331,Female,Bachelors,0
50,100672,Male,Masters,1
30,97755,Male,Masters,1
31,88783,Female,Bachelors,1
50,89951,Female,Masters,1
46,72509,Female,Bachelors,0
60,26472,Female,PhD,0
66,42380,Female,Masters,0
53,47280,Male,Masters,1
61,41859,Female,PhD,0
27,119341,Female,Masters,1
48,68402,Male,Masters,0
23,28262,Male,Masters,1
18,31066,Female,PhD,1
24,35554,Male,Bachelors,0
44,27008,Male,Bachelors,0
38,107851,Male,PhD,0
45,100799,Female,PhD,0
33,36238,Female,PhD,0
63,102025,Female,Bachelors,0
40,37153,Male,PhD,1
69,79353,Female,Bachelors,0
37,72092,Female,PhD,1
55,63152,Male,Masters,1
42,69104,Female,Bachelors,1
45,44283,Male,Bachelors,0
22,66429,Male,PhD,0
38,97223,Male,Masters,0
35,108534,Male,Bachelors,0
64,74957,Female,PhD,0
23,48887,Female,Masters,0
46,66172,Female,Bachelors,1
36,24355,Male,PhD,1
50,53701,Female,Masters,1
18,61534,Female,Bachelors,1
62,91442,Male,Bachelors,1
20,81274,Male,Masters,0
59,98108,Female,PhD,0
38,32279,Male,PhD,1
52,63491,Female,Masters,1
58,96147,Male,Bachelors,1
57,28261,Male,Masters,0
20,24474,Female,Masters,0
42,111414,Male,Masters,0
62,48390,Male,Bachelors,0
55,46925,Male,Masters,0
62,102174,Female,Masters,0
37,79051,Female,Bachelors,0
69,109007,Female,Bachelors,1
61,24787,Male,Masters,1
62,93398,Male,PhD,0
51,78177,Male,Masters,1
38,63724,Male,Bachelors,0
65,30663,Female,Bachelors,1
40,36120,Female,Bachelors,0
23,42740,Male,PhD,0
68,22035,Female,Bachelors,1
30,77443,Female,PhD,0
66,87388,Female,Bachelors,1
40,72335,Male,Bachelors,0
26,63315,Female,Masters,1
34,84165,Female,PhD,0
19,66627,Female,Masters,1
36,28303,Female,PhD,0
36,69334,Female,Bachelors,1
24,75892,Male,Bachelors,1
59,81196,Female,PhD,1
59,85700,Female,Masters,1
37,59726,Male,PhD,0
26,95751,Female,PhD,1
34,69606,Male,PhD,0
44,50694,Male,Bachelors,0
64,51253,Male,PhD,0
19,44230,Male,Bachelors,0
53,73974,Female,Masters,0
36,83545,Female,Bachelors,0
34,36925,Male,Masters,0
22,26033,Female,Masters,0
56,82461,Male,Masters,1
35,22665,Female,Bachelors,1
24,47025,Female,PhD,0
34,43533,Male,Bachelors,1
56,65897,Female,Masters,1
53,97661,Male,PhD,0
57,40998,Female,Bachelors,1
62,81248,Female,Masters,1
21,43057,Female,Masters,1
55,99244,Male,PhD,0
42,103608,Male,Bachelors,0
22,90631,Male,PhD,1
47,117031,Female,PhD,0
29,87173,Male,PhD,0
21,100206,Male,PhD,1
41,58734,Male,Bachelors,1
46,82072,Female,PhD,1
26,84175,Female,Masters,1
21,83783,Female,Masters,0
68,114194,Female,Masters,0
41,90739,Male,PhD,0
31,107054,Female,Masters,0
22,71042,Male,Bachelors,0
35,72357,Female,PhD,0
59,28669,Male,PhD,0
36,87902,Male,PhD,0
29,38910,Female,Bachelors,0
35,76959,Male,PhD,1
34,116623,Male,PhD,0
47,20366,Male,Masters,0
41,68415,Male,Masters,0
28,29907,Female,PhD,1
52,115825,Female,Bachelors,1
40,52780,Male,Masters,0
34,77879,Female,PhD,0
18,105159,Male,Masters,1
32,55085,Male,Masters,0
49,85499,Female,Bachelors,1
26,40426,Male,PhD,0
32,68197,Female,Masters,1
45,27485,Male,PhD,1
41,69527,Female,Bachelors,0
52,84600,Female,Bachelors,1
39,118560,Male,Masters,1
44,111005,Female,Bachelors,1
36,101439,Male,Masters,0
62,88748,Female,PhD,0
29,78528,Male,Masters,1
37,47799,Female,Masters,1
18,66339,Female,Bachelors,0
38,36087,Female,PhD,0
66,27446,Male,PhD,0
62,70460,Female,Masters,1
18,114817,Male,PhD,0
27,78260,Female,PhD,0
64,34877,Female,Masters,0
49,44723,Male,Masters,0
56,32943,Female,PhD,1
39,30306,Male,Masters,1
35,56784,Male,Bachelors,0
65,40455,Male,PhD,1
63,110027,Male,Masters,0
49,91448,Male,PhD,1
44,49974,Female,PhD,0
45,47371,Male,Bachelors,0
35,118746,Female,Bachelors,1
56,23936,Male,PhD,0
66,53166,Male,Bachelors,0
46,45727,Female,Masters,1
35,83969,Female,PhD,0
61,48368,Male,Bachelors,1
25,88531,Male,PhD,0
48,59097,Female,PhD,0
51,54984,Female,Masters,1
24,70859,Male,Masters,1
53,64291,Male,Masters,0
35,85228,Male,Bachelors,0
55,112099,Female,Bachelors,1
26,42150,Male,Bachelors,1
26,42061,Female,Masters,0
63,49178,Female,PhD,0
25,76790,Male,Masters,0
68,85696,Male,Bachelors,1
52,35648,Female,Bachelors,0
35,81779,Male,Bachelors,1
22,56672,Male,Masters,0
31,89109,Female,Bachelors,1
45,80521,Male,Masters,0
47,54593,Female,PhD,1
21,33786,Female,Masters,1
56,114036,Male,Bachelors,0
37,29815,Female,PhD,1
42,41966,Female,Bachelors,1
45,33794,Male,PhD,1
29,51423,Female,Bachelors,0
19,119480,Male,Masters,0
60,41302,Female,Bachelors,0
31,81064,Female,Masters,0
39,106800,Female,Masters,1
48,105140,Female,PhD,1
40,47835,Female,Masters,0
65,93356,Female,Masters,1
37,69282,Female,Masters,1
55,72714,Male,PhD,0
21,87035,Female,Bachelors,0
32,43814,Male,Bachelors,1
41,44089,Female,Masters,0
42,93162,Female,Masters,1
18,75831,Male,Bachelors,1
24,52746,Male,Masters,0
48,101673,Male,Bachelors,0
29,71940,Female,PhD,1
59,106796,Male,Masters,0
22,56476,Female,Masters,1
61,46283,Female,Bachelors,1
67,21769,Male,Bachelors,0
59,62278,Female,PhD,0
55,66994,Male,Masters,0
29,82898,Male,Bachelors,0
56,35634,Male,PhD,1
35,30965,Male,Bachelors,0
19,47566,Female,Bachelors,0
27,72196,Female,PhD,0
32,118679,Male,PhD,1
47,68285,Male,PhD,0
